Player,start,end,ppg,apg,rpg,spg,bpg,dpoy,mvp,fmvp,allstar,allnba,alldef,ppg_leader,rpg_leader,apg_leader,ws_leader,hof
Russell Cross,1984.0,1984.0,3.69,0.49,1.82,0.27,0.16,0,0,0,0,0,0,0,0,0,0,0
Chink Crossin,1948.0,1950.0,4.72,1.52,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
John Crotty,1993.0,2003.0,3.99,2.09,1.05,0.38,0.04,0,0,0,0,0,0,0,0,0,0,0
Bill Crow,1968.0,1968.0,3.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Mark Crow,1978.0,1978.0,5.6,0.53,1.8,0.33,0.07,0,0,0,0,0,0,0,0,0,0,0
Corey Crowder,1992.0,1995.0,2.07,0.31,0.76,0.14,0.03,0,0,0,0,0,0,0,0,0,0,0
Jae Crowder,2013.0,2023.0,9.55,1.6,4.27,0.99,0.35,0,0,0,0,0,0,0,0,0,0,0
Al Cueto,1970.0,1971.0,5.33,0.97,4.91,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Culver,2020.0,2023.0,6.49,1.2,2.79,0.69,0.38,0,0,0,0,0,0,0,0,0,0,0
Jarron Cumberland,2022.0,2022.0,0.67,0.33,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Pat Cummings,1980.0,1991.0,9.56,1.18,5.6,0.53,0.25,0,0,0,0,0,0,0,0,0,0,0
Terry Cummings,1983.0,2000.0,16.45,1.85,7.3,1.06,0.55,0,0,0,2,2,0,0,0,0,0,0
Vonteego Cummings,2000.0,2002.0,6.94,2.68,1.87,0.88,0.16,0,0,0,0,0,0,0,0,0,0,0
Billy Cunningham,1966.0,1976.0,21.18,4.29,10.36,1.81,0.5,0,0,0,4,4,0,0,0,0,0,1
Cade Cunningham,2022.0,2023.0,17.8,5.63,5.63,1.16,0.66,0,0,0,0,0,0,0,0,0,0,0
Dante Cunningham,2010.0,2019.0,5.78,0.71,3.74,0.64,0.47,0,0,0,0,0,0,0,0,0,0,0
Dick Cunningham,1969.0,1975.0,2.83,0.62,3.7,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0
Jared Cunningham,2013.0,2016.0,2.35,0.46,0.67,0.25,0.02,0,0,0,0,0,0,0,0,0,0,0
William Cunningham,1998.0,1999.0,0.61,0.09,1.65,0.13,0.48,0,0,0,0,0,0,0,0,0,0,0
Radisav Curcic,1993.0,1993.0,2.9,0.6,2.45,0.35,0.1,0,0,0,0,0,0,0,0,0,0,0
Armand Cure,1947.0,1947.0,0.83,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Earl Cureton,1981.0,1997.0,5.37,1.01,4.71,0.51,0.54,0,0,0,0,0,0,0,0,0,0,0
Bill Curley,1995.0,2001.0,2.68,0.41,1.97,0.41,0.3,0,0,0,0,0,0,0,0,0,0,0
Fran Curran,1949.0,1950.0,4.89,1.21,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Dell Curry,1987.0,2002.0,11.7,1.76,2.42,0.91,0.22,0,0,0,0,0,0,0,0,0,0,0
Eddy Curry,2002.0,2013.0,12.94,0.54,5.17,0.29,0.73,0,0,0,0,0,0,0,0,0,0,0
JamesOn Curry,2010.0,2010.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Michael Curry,1994.0,2005.0,4.48,1.21,1.57,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0
Seth Curry,2014.0,2023.0,11.1,2.16,2.18,0.72,0.14,0,0,0,0,0,0,0,0,0,0,0
Stephen Curry,2010.0,2023.0,24.58,6.51,4.73,1.62,0.23,0,2,1,9,8,0,2,0,1,1,0
Rastko Cvetkovic,1996.0,1996.0,0.71,0.21,0.79,0.14,0.07,0,0,0,0,0,0,0,0,0,0,0
Mike D'Antoni,1974.0,1977.0,3.36,2.02,1.46,1.19,0.23,0,0,0,0,0,0,0,0,0,0,0
Mike Dabich,1968.0,1968.0,2.0,0.2,1.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Ed Dahler,1952.0,1952.0,2.5,0.36,1.57,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Quintin Dailey,1983.0,1992.0,14.15,2.25,2.48,0.95,0.1,0,0,0,0,0,0,0,0,0,0,0
Samuel Dalembert,2002.0,2015.0,7.69,0.52,7.84,0.49,1.74,0,0,0,0,0,0,0,0,0,0,0
Howie Dallmar,1947.0,1949.0,9.64,2.33,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
Erick Dampier,1997.0,2012.0,7.41,0.83,7.1,0.33,1.42,0,0,0,0,0,0,0,0,0,0,0
Louie Dampier,1968.0,1979.0,15.92,4.88,2.65,0.85,0.32,0,0,0,0,0,0,0,0,0,0,1
Bob Dandridge,1970.0,1982.0,18.51,3.39,6.81,1.26,0.58,0,0,0,4,1,0,0,0,0,0,1
Antonio Daniels,1998.0,2011.0,7.6,3.36,1.85,0.65,0.1,0,0,0,0,0,0,0,0,0,0,0
Dyson Daniels,2023.0,2023.0,4.0,2.42,3.27,0.75,0.23,0,0,0,0,0,0,0,0,0,0,0
Erik Daniels,2005.0,2005.0,0.62,0.19,0.86,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0
Lloyd Daniels,1993.0,1998.0,7.05,1.56,2.2,0.51,0.3,0,0,0,0,0,0,0,0,0,0,0
Marquis Daniels,2004.0,2013.0,7.88,1.76,2.83,0.93,0.25,0,0,0,0,0,0,0,0,0,0,0
Mel Daniels,1968.0,1977.0,18.43,1.78,14.91,0.62,1.5,0,0,0,0,0,0,0,3,0,0,1
Troy Daniels,2014.0,2020.0,6.58,0.55,1.32,0.29,0.06,0,0,0,0,0,0,0,0,0,0,0
Sasha Danilovic,1996.0,1997.0,12.76,1.99,2.43,0.92,0.16,0,0,0,0,0,0,0,0,0,0,0
Adrian Dantley,1977.0,1991.0,24.27,2.96,5.71,0.99,0.16,0,0,0,6,2,0,2,0,1,1,1
Pete Darcey,1953.0,1953.0,0.92,0.17,0.83,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Darden,1950.0,1950.0,8.12,2.58,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Ollie Darden,1968.0,1970.0,9.18,0.98,6.19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Yinka Dare,1995.0,1998.0,2.12,0.04,2.55,0.11,0.64,0,0,0,0,0,0,0,0,0,0,0
Jesse Dark,1975.0,1975.0,3.62,0.64,0.79,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0
Nate Darling,2021.0,2021.0,1.29,0.14,0.14,0.0,0.14,0,0,0,0,0,0,0,0,0,0,0
Rick Darnell,1976.0,1976.0,2.36,0.82,3.27,0.45,0.27,0,0,0,0,0,0,0,0,0,0,0
Jimmy Darrow,1962.0,1962.0,2.4,1.2,1.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Gigi Datome,2014.0,2015.0,3.42,0.36,1.36,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0
Brad Daugherty,1987.0,1994.0,18.96,3.7,9.54,0.77,0.72,0,0,0,5,1,0,0,0,0,0,0
Mack Daughtry,1971.0,1971.0,3.25,0.75,1.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Kornel David,1999.0,2001.0,5.04,0.59,2.81,0.42,0.22,0,0,0,0,0,0,0,0,0,0,0
Jermareo Davidson,2008.0,2009.0,3.12,0.27,1.85,0.17,0.35,0,0,0,0,0,0,0,0,0,0,0
Bob Davies,1949.0,1955.0,14.27,4.87,2.9,0.0,0.0,0,0,0,4,5,0,0,0,0,0,1
Brandon Davies,2014.0,2015.0,3.67,0.74,2.46,0.54,0.19,0,0,0,0,0,0,0,0,0,0,0
Anthony Davis,2013.0,2023.0,23.98,2.36,10.37,1.34,2.32,0,0,0,8,4,0,0,0,0,0,0
Antonio Davis,1994.0,2006.0,10.01,1.13,7.48,0.48,0.98,0,0,0,1,0,0,0,0,0,0,0
Aubrey Davis,1947.0,1947.0,4.86,0.24,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Baron Davis,2000.0,2012.0,16.1,7.22,3.81,1.83,0.43,0,0,0,2,1,0,0,0,0,0,0
Ben Davis,1997.0,2000.0,1.35,0.12,1.32,0.15,0.05,0,0,0,0,0,0,0,0,0,0,0
Bill Davis,1947.0,1947.0,1.79,0.23,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Bob Davis,1973.0,1973.0,1.78,0.22,0.56,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Brad Davis,1978.0,1992.0,8.19,4.9,1.81,0.79,0.15,0,0,0,0,0,0,0,0,0,0,0
Brian Davis,1994.0,1994.0,1.93,0.32,0.81,0.24,0.06,0,0,0,0,0,0,0,0,0,0,0
Charles Davis,1982.0,1990.0,5.33,0.74,2.43,0.31,0.18,0,0,0,0,0,0,0,0,0,0,0
Charlie Davis,1972.0,1974.0,8.94,2.22,1.52,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0
Dale Davis,1992.0,2007.0,7.96,0.89,7.87,0.63,1.16,0,0,0,1,0,0,0,0,0,0,0
Deyonta Davis,2017.0,2019.0,4.24,0.44,3.23,0.2,0.57,0,0,0,0,0,0,0,0,0,0,0
Dwight Davis,1973.0,1977.0,8.64,1.56,5.86,0.54,0.58,0,0,0,0,0,0,0,0,0,0,0
Ed Davis,2011.0,2022.0,5.94,0.75,6.39,0.48,0.78,0,0,0,0,0,0,0,0,0,0,0
Emanual Davis,1997.0,2003.0,4.87,1.75,1.95,0.74,0.13,0,0,0,0,0,0,0,0,0,0,0
Glen Davis,2008.0,2015.0,8.0,0.89,4.35,0.69,0.34,0,0,0,0,0,0,0,0,0,0,0
Harry Davis,1979.0,1980.0,3.98,0.36,1.64,0.32,0.18,0,0,0,0,0,0,0,0,0,0,0
Hubert Davis,1993.0,2004.0,8.15,1.71,1.53,0.43,0.06,0,0,0,0,0,0,0,0,0,0,0
Jim Davis,1968.0,1975.0,6.7,1.24,5.21,0.57,0.42,0,0,0,0,0,0,0,0,0,0,0
Johnny Davis,2023.0,2023.0,2.06,0.18,1.0,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0
Josh Davis,2004.0,2012.0,2.33,0.28,1.72,0.25,0.07,0,0,0,0,0,0,0,0,0,0,0
Lee Davis,1969.0,1976.0,7.75,0.96,4.85,0.42,0.5,0,0,0,0,0,0,0,0,0,0,0
Mark Davis,1996.0,2000.0,5.48,1.28,3.03,0.87,0.33,0,0,0,0,0,0,0,0,0,0,0
Mel Davis,1974.0,1977.0,5.31,0.86,4.29,0.35,0.12,0,0,0,0,0,0,0,0,0,0,0
Mickey Davis,1972.0,1977.0,4.99,0.98,2.72,0.36,0.08,0,0,0,0,0,0,0,0,0,0,0
Mike Davis,1983.0,1983.0,1.75,0.0,1.25,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0
Monti Davis,1981.0,1981.0,1.5,0.0,2.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0
Paul Davis,2007.0,2010.0,2.65,0.39,1.93,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0
Ralph Davis,1961.0,1962.0,7.97,2.83,1.65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Red Davis,1956.0,1956.0,0.67,0.33,1.33,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Ricky Davis,1999.0,2010.0,13.47,3.3,3.46,0.99,0.25,0,0,0,0,0,0,0,0,0,0,0
Ron Davis,1977.0,1982.0,5.35,0.68,1.78,0.55,0.14,0,0,0,0,0,0,0,0,0,0,0
Terence Davis,2020.0,2023.0,8.06,1.37,2.81,0.68,0.23,0,0,0,0,0,0,0,0,0,0,0
Terry Davis,1990.0,2001.0,6.38,0.57,6.01,0.38,0.31,0,0,0,0,0,0,0,0,0,0,0
Tyler Davis,2019.0,2019.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Walt Davis,1954.0,1958.0,4.79,0.71,4.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Walter Davis,1978.0,1992.0,18.9,3.75,2.96,1.24,0.13,0,0,0,6,2,0,0,0,0,0,0
Warren Davis,1968.0,1973.0,12.19,2.11,9.17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Willie Davis,1971.0,1971.0,2.25,0.25,1.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
JD Davison,2023.0,2023.0,0.75,0.38,0.62,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0
Andre Dawkins,2015.0,2015.0,0.75,0.25,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Darryl Dawkins,1976.0,1989.0,12.03,1.26,6.1,0.48,1.41,0,0,0,0,0,0,0,0,0,0,0
Johnny Dawkins,1987.0,1995.0,11.06,5.54,2.47,1.14,0.05,0,0,0,0,0,0,0,0,0,0,0
Paul Dawkins,1980.0,1980.0,5.54,1.35,2.19,0.58,0.16,0,0,0,0,0,0,0,0,0,0,0
Branden Dawson,2016.0,2016.0,0.83,0.0,0.67,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0
Eric Dawson,2012.0,2012.0,3.75,0.0,2.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0
Jimmy Dawson,1968.0,1968.0,5.62,1.52,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Tony Dawson,1991.0,1995.0,2.83,0.17,0.83,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Todd Day,1993.0,2001.0,12.25,1.48,3.41,1.1,0.6,0,0,0,0,0,0,0,0,0,0,0
Austin Daye,2010.0,2015.0,5.19,0.72,2.61,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0
Darren Daye,1984.0,1988.0,6.78,2.05,2.57,0.58,0.16,0,0,0,0,0,0,0,0,0,0,0
Darius Days,2023.0,2023.0,3.75,0.25,1.5,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0
Nando De Colo,2013.0,2014.0,3.81,1.71,1.77,0.53,0.1,0,0,0,0,0,0,0,0,0,0,0
Billy DeAngelis,1971.0,1971.0,1.25,1.0,0.75,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Dave DeBusschere,1963.0,1974.0,16.06,2.85,10.99,0.94,0.55,0,0,0,8,1,0,0,0,0,0,1
Andrew DeClercq,1996.0,2005.0,4.8,0.58,4.24,0.66,0.51,0,0,0,0,0,0,0,0,0,0,0
Javin DeLaurier,2022.0,2022.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Nate DeLong,1952.0,1952.0,3.76,0.82,1.82,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Joe DePre,1971.0,1973.0,6.97,1.55,1.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
DeMar DeRozan,2010.0,2023.0,21.05,3.97,4.43,0.98,0.31,0,0,0,6,3,0,0,0,0,0,0
Hank DeZonie,1951.0,1951.0,3.4,1.8,3.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Greg Deane,1980.0,1980.0,1.43,0.86,0.86,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Deck,2021.0,2022.0,6.0,1.71,2.71,0.53,0.0,0,0,0,0,0,0,0,0,0,0,0
Dewayne Dedmon,2014.0,2023.0,6.34,0.69,5.78,0.5,0.79,0,0,0,0,0,0,0,0,0,0,0
Don Dee,1969.0,1969.0,5.72,0.57,5.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Archie Dees,1959.0,1962.0,8.15,0.69,4.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Terry Dehere,1994.0,1999.0,8.05,2.57,1.46,0.53,0.09,0,0,0,0,0,0,0,0,0,0,0
Red Dehnert,1947.0,1947.0,1.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Bryce DejeanJones,2016.0,2016.0,5.64,1.07,3.43,0.71,0.14,0,0,0,0,0,0,0,0,0,0,0
Sam Dekker,2016.0,2022.0,5.44,0.8,3.02,0.5,0.18,0,0,0,0,0,0,0,0,0,0,0
Vinny Del Negro,1989.0,2002.0,9.13,3.22,2.35,0.75,0.08,0,0,0,0,0,0,0,0,0,0,0
Malcolm Delaney,2017.0,2018.0,5.74,2.8,1.76,0.58,0.06,0,0,0,0,0,0,0,0,0,0,0
Bison Dele,1992.0,1999.0,10.98,1.07,6.21,0.77,0.86,0,0,0,0,0,0,0,0,0,0,0
Carlos Delfino,2005.0,2013.0,8.12,1.75,3.58,0.91,0.17,0,0,0,0,0,0,0,0,0,0,0
Angel Delgado,2019.0,2019.0,1.5,0.0,2.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0
Tony Delk,1997.0,2006.0,9.1,1.88,2.48,0.82,0.14,0,0,0,0,0,0,0,0,0,0,0
Matthew Dellavedova,2014.0,2023.0,5.27,3.55,1.7,0.45,0.04,0,0,0,0,0,0,0,0,0,0,0
Fennis Dembo,1989.0,1989.0,1.16,0.16,0.74,0.03,0.0,0,0,0,0,0,0,0,0,0,0,0
Larry Demic,1980.0,1982.0,4.74,0.51,3.91,0.35,0.24,0,0,0,0,0,0,0,0,0,0,0
Dell Demps,1994.0,1997.0,2.95,0.45,0.45,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0
George Dempsey,1955.0,1959.0,5.0,2.26,3.57,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Luol Deng,2005.0,2019.0,14.81,2.26,6.06,0.98,0.49,0,0,0,2,0,0,0,0,0,0,0
Kenny Dennard,1982.0,1984.0,2.82,0.98,3.01,0.78,0.18,0,0,0,0,0,0,0,0,0,0,0
Blaine Denning,1953.0,1953.0,5.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Justin Dentmon,2012.0,2013.0,3.25,1.25,1.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0
Randy Denton,1972.0,1977.0,11.5,1.28,8.59,0.51,0.47,0,0,0,0,0,0,0,0,0,0,0
Rod Derline,1975.0,1976.0,4.84,0.66,0.8,0.32,0.05,0,0,0,0,0,0,0,0,0,0,0
Marcus Derrickson,2019.0,2019.0,4.18,0.09,1.18,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0
Dave Deutsch,1967.0,1967.0,1.11,0.79,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Corky Devlin,1956.0,1958.0,7.12,2.12,2.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Ernie DiGregorio,1974.0,1978.0,9.61,5.11,1.96,0.61,0.04,0,0,0,0,0,0,0,0,0,0,0
Donte DiVincenzo,2019.0,2023.0,9.09,2.74,4.59,1.13,0.22,0,0,0,0,0,0,0,0,0,0,0
Moussa Diabate,2023.0,2023.0,2.94,0.17,2.5,0.28,0.33,0,0,0,0,0,0,0,0,0,0,0
Mamadi Diakite,2021.0,2023.0,2.89,0.31,2.47,0.31,0.49,0,0,0,0,0,0,0,0,0,0,0
Derrick Dial,2000.0,2004.0,3.09,0.77,1.62,0.26,0.13,0,0,0,0,0,0,0,0,0,0,0
Cheick Diallo,2017.0,2022.0,5.23,0.43,4.15,0.31,0.4,0,0,0,0,0,0,0,0,0,0,0
Hamidou Diallo,2019.0,2023.0,8.63,1.07,3.83,0.85,0.29,0,0,0,0,0,0,0,0,0,0,0
Boris Diaw,2004.0,2017.0,8.59,3.46,4.36,0.61,0.48,0,0,0,0,0,0,0,0,0,0,0
Yakhouba Diawara,2007.0,2010.0,3.5,0.65,1.38,0.28,0.09,0,0,0,0,0,0,0,0,0,0,0
Guillermo Diaz,2008.0,2008.0,0.83,0.17,0.33,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Dan Dickau,2003.0,2008.0,5.82,2.51,1.35,0.55,0.04,0,0,0,0,0,0,0,0,0,0,0
Kaniel Dickens,2004.0,2008.0,1.16,0.11,0.63,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0
Henry Dickerson,1976.0,1977.0,1.96,0.83,0.22,0.13,0.04,0,0,0,0,0,0,0,0,0,0,0
Michael Dickerson,1999.0,2003.0,15.36,2.61,2.87,1.0,0.4,0,0,0,0,0,0,0,0,0,0,0
Clyde Dickey,1975.0,1975.0,2.76,0.81,1.05,0.24,0.0,0,0,0,0,0,0,0,0,0,0,0
Derrek Dickey,1974.0,1978.0,6.11,1.08,4.91,0.4,0.19,0,0,0,0,0,0,0,0,0,0,0
Dick Dickey,1952.0,1952.0,2.82,1.11,1.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
John Dickson,1968.0,1968.0,1.71,0.14,1.57,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Travis Diener,2006.0,2010.0,4.77,2.41,1.36,0.42,0.05,0,0,0,0,0,0,0,0,0,0,0
Gorgui Dieng,2014.0,2023.0,7.31,1.32,5.62,0.75,0.88,0,0,0,0,0,0,0,0,0,0,0
Ousmane Dieng,2023.0,2023.0,5.56,1.15,3.0,0.41,0.22,0,0,0,0,0,0,0,0,0,0,0
Connie Dierking,1959.0,1971.0,10.05,1.49,6.74,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Coby Dietrick,1971.0,1983.0,6.1,2.07,4.48,0.92,0.65,0,0,0,0,0,0,0,0,0,0,0
Craig Dill,1968.0,1968.0,6.85,0.48,5.82,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Dwaine Dillard,1976.0,1976.0,1.33,0.67,3.0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0
Mickey Dillard,1982.0,1982.0,2.21,1.03,0.45,0.24,0.06,0,0,0,0,0,0,0,0,0,0,0
Bob Dille,1947.0,1947.0,5.19,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Hook Dillon,1950.0,1950.0,1.64,0.23,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Byron Dinkins,1990.0,1991.0,3.36,2.09,1.16,0.47,0.04,0,0,0,0,0,0,0,0,0,0,0
Jackie Dinkins,1972.0,1972.0,2.5,0.39,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Harry Dinnel,1968.0,1968.0,1.73,0.45,2.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Bill Dinwiddie,1968.0,1972.0,4.43,0.59,3.27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Spencer Dinwiddie,2015.0,2023.0,13.75,5.12,3.06,0.7,0.28,0,0,0,0,0,0,0,0,0,0,0
Ike Diogu,2006.0,2012.0,5.99,0.31,3.06,0.16,0.29,0,0,0,0,0,0,0,0,0,0,0
DeSagana Diop,2002.0,2013.0,1.97,0.45,3.69,0.38,1.05,0,0,0,0,0,0,0,0,0,0,0
Terry Dischinger,1963.0,1973.0,13.82,1.77,5.59,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0
Fred Diute,1955.0,1955.0,1.57,0.57,1.86,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Vlade Divac,1990.0,2005.0,11.81,3.12,8.22,1.14,1.44,0,0,0,1,0,0,0,0,0,0,1
Juan Dixon,2003.0,2009.0,8.44,1.78,1.87,0.78,0.08,0,0,0,0,0,0,0,0,0,0,0
Earl Dodd,1950.0,1950.0,1.67,0.67,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Michael Doleac,1999.0,2008.0,4.91,0.58,3.33,0.34,0.36,0,0,0,0,0,0,0,0,0,0,0
Joe Dolhon,1950.0,1951.0,6.42,2.26,1.38,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Bob Doll,1947.0,1950.0,8.43,1.39,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
James Donaldson,1981.0,1995.0,8.57,0.8,7.83,0.35,1.32,0,0,0,1,0,0,0,0,0,0,0
Luka Doncic,2019.0,2023.0,27.54,7.98,8.56,1.12,0.43,0,0,0,4,3,0,0,0,0,0,0
Bob Donham,1951.0,1954.0,6.66,2.59,3.92,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Billy Donovan,1988.0,1988.0,2.39,1.98,0.57,0.36,0.02,0,0,0,0,0,0,0,0,0,0,0
Harry Donovan,1950.0,1950.0,5.62,0.84,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Keyon Dooling,2001.0,2013.0,6.96,2.2,1.32,0.64,0.1,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Djordjevic,1997.0,1997.0,3.12,0.62,0.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Jacky Dorsey,1978.0,1981.0,2.38,0.27,2.35,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0
Joey Dorsey,2009.0,2015.0,2.65,0.42,3.95,0.52,0.34,0,0,0,0,0,0,0,0,0,0,0
Ron Dorsey,1972.0,1972.0,4.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Tyler Dorsey,2018.0,2023.0,6.64,1.26,2.29,0.29,0.07,0,0,0,0,0,0,0,0,0,0,0
Luguentz Dort,2020.0,2023.0,13.5,1.7,3.75,0.93,0.3,0,0,0,0,0,0,0,0,0,0,0
Ayo Dosunmu,2022.0,2023.0,8.83,3.0,2.83,0.77,0.35,0,0,0,0,0,0,0,0,0,0,0
Damyean Dotson,2018.0,2022.0,7.48,1.48,2.5,0.51,0.09,0,0,0,0,0,0,0,0,0,0,0
Devon Dotson,2021.0,2023.0,1.96,1.07,0.86,0.36,0.0,0,0,0,0,0,0,0,0,0,0,0
Quincy Douby,2007.0,2009.0,4.11,0.65,1.06,0.35,0.15,0,0,0,0,0,0,0,0,0,0,0
Bruce Douglas,1987.0,1987.0,1.75,2.12,1.75,1.12,0.0,0,0,0,0,0,0,0,0,0,0,0
John Douglas,1982.0,1983.0,6.75,2.19,1.36,0.72,0.13,0,0,0,0,0,0,0,0,0,0,0
Leon Douglas,1977.0,1983.0,7.87,1.05,6.48,0.46,0.71,0,0,0,0,0,0,0,0,0,0,0
Sherman Douglas,1990.0,2001.0,11.01,5.93,2.19,1.03,0.1,0,0,0,0,0,0,0,0,0,0,0
Toney Douglas,2010.0,2017.0,7.64,2.26,2.22,0.89,0.08,0,0,0,0,0,0,0,0,0,0,0
Chris DouglasRoberts,2009.0,2015.0,7.08,1.14,2.13,0.58,0.25,0,0,0,0,0,0,0,0,0,0,0
Sekou Doumbouya,2020.0,2022.0,5.65,0.69,2.78,0.49,0.2,0,0,0,0,0,0,0,0,0,0,0
Sonny Dove,1968.0,1972.0,11.07,0.99,6.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Jerry Dover,1972.0,1972.0,2.0,0.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Zabian Dowdell,2011.0,2011.0,5.04,2.12,0.83,0.83,0.08,0,0,0,0,0,0,0,0,0,0,0
Bill Downey,1948.0,1948.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Steve Downing,1974.0,1975.0,2.37,0.41,1.52,0.19,0.0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dowtin,2022.0,2023.0,2.33,1.0,1.3,0.33,0.07,0,0,0,0,0,0,0,0,0,0,0
Danny Doyle,1963.0,1963.0,4.0,0.75,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Milton Doyle,2018.0,2018.0,3.4,1.0,1.8,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0
PJ Dozier,2018.0,2023.0,5.95,1.66,2.83,0.54,0.3,0,0,0,0,0,0,0,0,0,0,0
